,Shop_Name,Address,Latitude,Longitude,Rating,Borough,Property_Value_2017,Earnings_2021
429,Cancer Research UK,"Queens Court, 234 W End Ln, London",51.5509534,-0.1913159,3.0,Camden,717500.0,694.2
430,Blustons - Octavia Foundation Kentish Town Road,"213-215, 213 Kentish Town Rd, London",51.5473802,-0.1416739,4.2,Camden,717500.0,694.2
431,"Shop from Crisis, Kilburn","134 Kilburn High Rd, London",51.54003669999999,-0.1954566,4.2877224199288255,Camden,717500.0,694.2
432,Ps Charity Shop,"63A Salusbury Rd, London",51.53501869999999,-0.20473,5.0,Brent,450000.0,553.1
433,Fara Kids Charity Shop - Primrose Hill,"83 Regent's Park Rd, London",51.5414421,-0.157253,3.6,Camden,717500.0,694.2
434,Peaceful Solutions,"63 Salusbury Rd, London",51.535027,-0.2046534,3.9,Brent,450000.0,553.1
435,St John's Hospice Charity Shop,"86 St John's Wood High St, London",51.5329774,-0.1698405,3.1,Westminster,1070000.0,771.6
436,"Shop from Crisis, Camden","22-24 Parkway, London",51.5386817,-0.1438936,5.0,Camden,717500.0,694.2
437,Cats Protection - Cricklewood Charity Shop,"70 Cricklewood Broadway, London",51.5541484,-0.2121454,5.0,Camden,717500.0,694.2
438,Oxfam Books & Music,"166 Kentish Town Rd, London",51.5469898,-0.1414659,4.7,Camden,717500.0,694.2
439,Octavia Foundation Hampstead,"33 S End Rd, London",51.5549356,-0.1661452,3.1,Camden,717500.0,694.2
440,Octavia Foundation Finchley,"179 Finchley Rd, London",51.5457873,-0.1787798,5.0,Camden,717500.0,694.2
441,Save The Nile,"Gloucester Ave., London",51.5398811,-0.150383,4.2877224199288255,Camden,717500.0,694.2
442,All aboard,"117a Cricklewood Broadway, London",51.5552799,-0.2137971,5.0,Brent,450000.0,553.1
443,Oxfam Shop Camden,"89 Camden High St, London",51.5366239,-0.1407265,3.2,Camden,717500.0,694.2
444,Mary's Living & Giving Shop for Save the Children - Hampstead Village,"64 Hampstead High St, Oriel Pl, London",51.55611829999999,-0.1779453,4.3,Camden,717500.0,694.2
445,Harington Charity Shop,"270 Archway Rd, London",51.5751429,-0.1424006,4.3,Haringey,487500.0,542.6
446,Oxfam Shop Highgate,"80 Highgate High St, London",51.5710068,-0.1485484,4.6,Camden,717500.0,694.2
447,Oxfam,"1049 Finchley Rd, London",51.58001609999999,-0.1984695,3.5,Barnet,482951.0,574.9
448,B and H Charity Shop,"129 Cricklewood Broadway, London",51.555556,-0.214096,5.0,Barnet,482951.0,574.9
449,Marie Curie Charity Shop Golders Green,"54 Golders Green Rd, London",51.5726127,-0.1982268,3.5,Barnet,482951.0,574.9
450,North London Hospice Shop,"41 Golders Green Rd, London",51.57210689999999,-0.1974603,4.3,Barnet,482951.0,574.9
451,All Aboard Shops Ltd,"616 Finchley Rd, London",51.5708807,-0.1950821,2.3,Barnet,482951.0,574.9
452,Cancer Research UK,"72 Highgate High St, London",51.5709437,-0.1482745,3.8,Haringey,487500.0,542.6
453,Cancer Research UK,"75 Hampstead High St, London",51.55576569999999,-0.1771229,3.9,Camden,717500.0,694.2
454,Sue Ryder,"99-101 Golders Green Rd, London",51.57299200000001,-0.1995109,4.1,Barnet,482951.0,574.9
455,Cancer Research UK,"871 Finchley Rd, London",51.5710436,-0.1954831,2.2,Barnet,482951.0,574.9
456,Boutique by Shelter (Hampstead Heath),"57 S End Rd, London",51.5556188,-0.1668822,4.6,Camden,717500.0,694.2
457,Mind,"329 Archway Rd, London",51.5772614,-0.1464988,5.0,Haringey,487500.0,542.6
458,All Aboard Shops Ltd,"Exchange Mansions, 125 Golders Green Rd, London",51.57379359999999,-0.2010495,4.0,Barnet,482951.0,574.9
459,Oxfam,"61 Gayton Rd, London",51.5558895,-0.1758901,3.9,Camden,717500.0,694.2
460,New To You Charity Shop,"Cricklewood Broadway, London",51.55551579999999,-0.2140485,5.0,Brent,450000.0,553.1
461,Oxfam Bookshop,"45 Heath St, London",51.5566702,-0.1787685,4.5,Camden,717500.0,694.2
462,Oxfam Bookshop Highgate,"47 Highgate High St, London",51.5708208,-0.1485437,3.9,Camden,717500.0,694.2
463,Batt Center (Charity Shop) London,"129 Cricklewood Broadway, London",51.5555428,-0.2140803,3.7,Brent,450000.0,553.1
464,Boutique by Shelter (Highgate),"52 Highgate High St, London",51.570772,-0.1474841,3.4,Haringey,487500.0,542.6
465,British Heart Foundation,"65 Camden High St, London",51.5362039,-0.1404195,3.7,Camden,717500.0,694.2
466,Cancer Research UK,"81 Camden High St, London",51.5365024,-0.1405993,4.1,Camden,717500.0,694.2
467,Scope Camden,"73 Camden High St, London",51.5362998,-0.1403814,4.0,Camden,717500.0,694.2
468,Camden Mind,"60 Camden High St, London",51.5362929,-0.1398113,4.4,Camden,717500.0,694.2
469,FARA Charity Shop - Streatham,"100 Streatham High Rd, London",51.43484729999999,-0.1285484,4.4,Lambeth,510000.0,673.6
470,Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,Lambeth,510000.0,673.6
471,Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,Lambeth,510000.0,673.6
472,Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,Lambeth,510000.0,673.6
473,St Christopher's,"23 Streatham High Rd, London",51.4363238,-0.1276073,3.8,Lambeth,510000.0,673.6
474,Royal Trinity Hospice - Streatham Hill,"77 Streatham Hill, London",51.4394139,-0.1258237,4.5,Lambeth,510000.0,673.6
475,British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,Lambeth,510000.0,673.6
476,Royal Trinity Hospice - Clapham Common shop,"120 Clapham High St, London",51.4629745,-0.1351832,5.0,Lambeth,510000.0,673.6
477,Age UK,"58 Clapham High St, London",51.4638617,-0.1328507,3.2,Lambeth,510000.0,673.6
478,British Heart Foundation Books and Music,"94 Streatham High Rd, London",51.4351139,-0.1284602,4.7,Lambeth,510000.0,673.6
479,Give a Little,"71 Streatham Hill, London",51.43976199999999,-0.1256914,4.1,Lambeth,510000.0,673.6
480,Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,Lambeth,510000.0,673.6
481,Cardinal Hume Charity Shop,"110 Horseferry Rd, London",51.49505380000001,-0.1321888,3.5,Westminster,1070000.0,771.6
482,Oxfam Bookshop,"34 Strutton Ground, London",51.4967333,-0.133866,4.7,Westminster,1070000.0,771.6
483,Oxfam GB London Office,"THE FOUNDARY, 17 Oval Way, London",51.4858409,-0.1162658,5.0,Lambeth,510000.0,673.6
484,"Charity Christmas Card Shop Holy Trinity, Sloane Square - Cards for Good Causes","Holy Trinity Church, 146 Sloane St, London",51.4931409,-0.157482,4.2877224199288255,Kensington and Chelsea,1200000.0,767.0
485,Consigned Sealed Delivered (CSD) London Battersea Power Station,"29A, Battersea Power Station, Circus Road West Nine Elms, UG, London",51.4820163,-0.14486,5.0,Wandsworth,640000.0,746.7
486,Oxfam,"52 Goodge St, London",51.51920610000001,-0.1363873,4.2,Camden,717500.0,694.2
487,Oxfam Covent Garden,"23 Drury Ln, London",51.515159,-0.123135,3.7,Camden,717500.0,694.2
488,The Silk Road,"62 Marchmont St, London",51.5252979,-0.1251722,5.0,Camden,717500.0,694.2
489,HelpAge International,"6 Tavistock Pl, London",51.524545,-0.127988,5.0,Camden,717500.0,694.2
490,Oxfam Bookshop,"Bloomsbury Plaza, 12 Bloomsbury St, London",51.51745,-0.1271185,4.4,Camden,717500.0,694.2
491,RSPCA,"285 Caledonian Rd, London",51.5403769,-0.1170768,4.6,Islington,625000.0,665.6
492,Boutique by Shelter at Coal Drops Yard,"West Coal Drops, London",51.5363741,-0.1261641,4.7,Camden,717500.0,694.2
493,Oxfam,"376 Holloway Rd, London",51.55646369999999,-0.1170316,3.1,Islington,625000.0,665.6
494,Cancer Research UK,"374 Holloway Rd, London",51.5563684,-0.1168922,4.5,Islington,625000.0,665.6
495,Charity Retail Association,"356 Holloway Rd, London",51.5557613,-0.116045,4.4,Islington,625000.0,665.6
496,Boutique By Shelter,"158 Regent's Park Rd, London",51.5414883,-0.1567765,5.0,Camden,717500.0,694.2
497,Shelter Charity Shop (Holloway Road),"436A Holloway Rd, London",51.557454,-0.1185004,4.4,Islington,625000.0,665.6
498,British Heart Foundation,"436 Holloway Rd, London",51.5575534,-0.1184379,3.5,Islington,625000.0,665.6
499,Sense,"57 Seven Sisters Rd, London",51.5593295,-0.1169056,5.0,Islington,625000.0,665.6
500,St Vincent's Holloway Road,"550 Holloway Rd, London",51.5598289,-0.122156,4.8,Islington,625000.0,665.6
501,Marie Curie Charity Shop Archway,"27 Junction Rd, London",51.5647426,-0.1347627,3.0,Islington,625000.0,665.6
502,Second Chance,"7-9 St John's Way, London",51.5659017,-0.1341459,4.0,Islington,625000.0,665.6
503,Mary's Living & Giving Shop for Save the Children - Highgate Village,"43 Highgate High St, London",51.5707963,-0.1484368,4.5,Haringey,487500.0,542.6
504,Cancer Research UK,"13 The Broadway, London",51.5788126,-0.1239531,4.7,Haringey,487500.0,542.6
505,Barnardo's,"Greater, 2 Broadway Parade, London",51.579977,-0.1231698,4.1,Haringey,487500.0,542.6
506,"Shop from Crisis, Archway","34 Junction Rd, London",51.5643464,-0.1355124,4.3,Islington,625000.0,665.6
507,RSPCA Charity Shop - Crouch End,"18 Broadway Parade, London",51.5801062,-0.1233709,4.9,Haringey,487500.0,542.6
508,Haven House Children's Hospice Shop: Crouch End,"Weston Park, London",51.5799743,-0.1235164,4.6,Haringey,487500.0,542.6
509,Shelter Charity Shop (Crouch End),"19, Topsfield Parade, Tottenham Ln, London",51.5801762,-0.1233047,4.5,Haringey,487500.0,542.6
510,The Children's Air Ambulance Charity Shop Archway,"31 Junction Rd, London",51.5646575,-0.1348106,4.2,Islington,625000.0,665.6
511,North London Hospice Shop,"21 Topsfield Rd, London",51.5802627,-0.1232016,4.0,Haringey,487500.0,542.6
512,British Heart Foundation Furniture & Electrical,"83 Seven Sisters Rd, London",51.5599824,-0.1160109,3.7,Islington,625000.0,665.6
513,Marie Curie Charity Shop Crouch End,"32 Topsfield Parade, The Broadway, London",51.580718,-0.1226334,3.8,Haringey,487500.0,542.6
514,Mind,"202 Stroud Green Rd, London",51.5706812,-0.1148356,4.1,Haringey,487500.0,542.6
515,Scope Camberwell,"42 Denmark Hill, London",51.4731357,-0.093329,4.6,Southwark,520000.0,631.9
516,Cancer Research UK,"7, Butterfly Walk, Camberwell Green, London",51.4731268,-0.092526,3.9,Southwark,520000.0,631.9
517,Oxfam,"20 Half Moon Ln, London",51.45276800000001,-0.100155,3.8,Southwark,520000.0,631.9
518,Royal Trinity Hospice - Camberwell shop,"Unit 11, Butterfly Walk, Shopping Centre, Camberwell Green, London",51.4732046,-0.091905,4.4,Southwark,520000.0,631.9
519,Emmaus SLC - Brixton,"Unit 1 & 2, Fairfax House, Overton Rd, London",51.46832120000001,-0.1101884,4.1,Lambeth,510000.0,673.6
520,Abladei-UK,"Bathgate House, Lothian Rd, London",51.4754179,-0.1043658,4.2877224199288255,Lambeth,510000.0,673.6
521,Ars London Branch,"Ravenstone St, London",51.4420292,-0.1533773,5.0,Wandsworth,640000.0,746.7
522,Greater London Fund For The Blind,"356 Norwood Rd, London",51.4344501,-0.1039617,5.0,Lambeth,510000.0,673.6
523,Oxfam,"7, Astoria Parade, High Rd, London",51.4326827,-0.1285688,3.2,Lambeth,510000.0,673.6
524,Vision Foundation - West Norwood,"356 Norwood Rd, London",51.4344535,-0.1039625,5.0,Lambeth,510000.0,673.6
525,FARA Books for Kids - Clapham,"74 Chatham Rd, London",51.4550734,-0.1643168,4.7,Wandsworth,640000.0,746.7
526,Alex TLC Charity Shop Walworth Road,"378 Walworth Rd, London",51.4847113,-0.0939412999999999,4.4,Southwark,520000.0,631.9
527,Sense,"329 Walworth Rd, London",51.48654130000001,-0.0945835999999999,3.8,Southwark,520000.0,631.9
528,Salvation Army,"339-341 Walworth Rd, London",51.48621720000001,-0.0943498,3.8,Southwark,520000.0,631.9
529,"Shop from Crisis, Elephant & Castle","223-225 Walworth Rd, London",51.4890118,-0.0959993,4.7,Southwark,520000.0,631.9
530,Islamic Relief,"16 Lower Marsh, London",51.5004958,-0.1133023,4.8,Lambeth,510000.0,673.6
531,Change for Charity,"1A Kennington Rd, London",51.49819,-0.1118859,4.2877224199288255,Lambeth,510000.0,673.6
532,Crusaid,"19 Churton St, London",51.4916433,-0.1386162,4.2877224199288255,Westminster,1070000.0,771.6
533,EMWWOUL,"Coltash Court, 148 Whitecross St, London",51.52429900000001,-0.0935542999999999,3.7,Islington,625000.0,665.6
534,Charity Shop,"Coltash Court, 150 Whitecross St, London",51.52435149999999,-0.0935917999999999,4.5,Islington,625000.0,665.6
535,The Salvation Army,"1 Tiverton St, London",51.4966531,-0.0990344,4.2877224199288255,Southwark,520000.0,631.9
536,Fara Charity Shop - Islington,"Angel House, 28 Pentonville Rd, London",51.5320192,-0.107785,4.5,Islington,625000.0,665.6
537,Mary's Living & Giving Shop For Save the Children,"138 Upper St, London",51.5394521,-0.1027021,3.9,Islington,625000.0,665.6
538,Oxfam Shop - Islington,"29 Islington High St, London",51.5329908,-0.106404,3.3,Islington,625000.0,665.6
539,Marie Curie Charity Shop Highbury,"318-320 St Paul's Rd, London",51.5463023,-0.1027169,3.3,Islington,625000.0,665.6
540,Sue Ryder,"72 Essex Rd, London",51.5381733,-0.0992663,4.1,Islington,625000.0,665.6
541,Cancer Research UK,"34 Upper St, London",51.5347061,-0.1052211,3.9,Islington,625000.0,665.6
542,"Shop from Crisis, Islington","211 Upper St, London",51.5434334,-0.1034868,4.7,Islington,625000.0,665.6
543,Royal Trinity Hospice - Islington Shop,"43 Upper St, London",51.534994,-0.1048086,4.1,Islington,625000.0,665.6
544,Oxfam Books & Music Islington,"48 Upper St, London",51.535138,-0.1045564,4.6,Islington,625000.0,665.6
545,Age UK Camden Boutique,"53 Leather Ln, London",51.5205863,-0.1096902,4.0,Camden,717500.0,694.2
546,Coram Children's Legal Centre,"41 Brunswick Square, London",51.5254181,-0.1210258,4.8,Camden,717500.0,694.2
547,RSPCA Charity Shop -Blackstock Road,"6 Blackstock Rd, London",51.5643184,-0.1041311,3.6,Islington,625000.0,665.6
548,Marie Curie Charity Shop Finsbury Park,"272 Seven Sisters Rd, London",51.5643737,-0.1049262,3.5,Islington,625000.0,665.6
549,"Shop from Crisis, Finsbury Park","19 Stroud Green Rd, London",51.566813,-0.1080175,4.5,Haringey,487500.0,542.6
550,Second Chance,"161 Blackstock Rd, London",51.5612153,-0.0988585999999999,4.8,Hackney,530000.0,575.1
551,Jannaty Women's Charity Boutique Shop,"229 Seven Sisters Rd, London",51.5634227,-0.107377,4.3,Islington,625000.0,665.6
552,Marie Curie Charity Shop Harringay,"489 Green Lanes, London",51.5808283,-0.0995871,4.0,Haringey,487500.0,542.6
553,Boutique by Shelter (East Dulwich),"102 Grove Vale, London",51.4606764,-0.0754963999999999,4.1,Southwark,520000.0,631.9
554,Mary's Living & Giving Shop for Save the Children - East Dulwich,"45 Lordship Ln, London",51.45910629999999,-0.0748134999999999,4.4,Southwark,520000.0,631.9
555,British Heart Foundation,"10 Rye Ln, London",51.4727518,-0.0701779,3.7,Southwark,520000.0,631.9
556,Sense,"43 Rye Ln, London",51.47227849999999,-0.0696157999999999,4.8,Southwark,520000.0,631.9
557,"Shop from Crisis, Peckham","160 Rye Ln, London",51.4679045,-0.0672273,4.6,Southwark,520000.0,631.9
558,Alex TLC Charity Shop Peckham,"45 Peckham High St, London",51.4734889,-0.0712575999999999,4.4,Southwark,520000.0,631.9
559,St Christophers Hospice Shop,"85-87 Lordship Ln, London",51.4581306,-0.0749787,3.3,Southwark,520000.0,631.9
560,Ald Life,"45 Peckham High St, London",51.4735002,-0.0713026,5.0,Southwark,520000.0,631.9
561,Mind,"96 Grove Vale, London",51.4609594,-0.075706,3.3,Southwark,520000.0,631.9
562,Chartwell Cancer Trust shop,"180 Rye Ln, London",51.4674202,-0.0667629,4.2877224199288255,Southwark,520000.0,631.9
563,Vision Foundation - East Dulwich,"124 Lordship Ln, London",51.45616589999999,-0.0762936999999999,4.2877224199288255,Southwark,520000.0,631.9
564,RSPCA Charity Shop,"380 Norwood Rd, London",51.4337356,-0.1038268,3.9,Lambeth,510000.0,673.6
565,Hotric Charity Shop,"54 Tower Bridge Rd, London",51.4956451,-0.0831275,4.8,Southwark,520000.0,631.9
566,British Heart Foundation Furniture & Electrical,"211-219, Old Kent Rd, London",51.4903938,-0.0802517,3.5,Southwark,520000.0,631.9
567,Mary’s Living and Giving Shop for Save the Children,"90 Bermondsey St, London",51.5009665,-0.0820212999999999,4.3,Southwark,520000.0,631.9
568,Mind,"229 Walworth Rd, London",51.48887939999999,-0.0959257999999999,3.3,Southwark,520000.0,631.9
569,British Red Cross London 2,"Unit 8, Tower Workshops, 58 Riley Rd, London",51.4988019,-0.0765074999999999,4.1,Southwark,520000.0,631.9
570,Sue Ryder,"1 Market Pl, London",51.4925729,-0.0640131999999999,4.6,Southwark,520000.0,631.9
571,Embrace J.W Charity Boutique,"Old Post Office Bakery, 74 Landor Rd, London",51.46577569999999,-0.1258183,4.2877224199288255,Lambeth,510000.0,673.6
572,Spitalfields Crypt Trust,"27 Whitechapel Rd, London",51.5166312,-0.0688266,4.3,Tower Hamlets,475000.0,680.3
573,"Shop from Crisis, Brick Lane","78 Quaker St, London",51.5223355,-0.0717556,5.0,Tower Hamlets,475000.0,680.3
574,Islamic Relief Shop Whitechapel,"135-137 Whitechapel Rd, London",51.5178911,-0.0655680999999999,4.6,Tower Hamlets,475000.0,680.3
575,St Vincent's Hackney,"484 Kingsland Rd, London",51.5432752,-0.0758591,4.4,Hackney,530000.0,575.1
576,"Shop from Crisis, Dalston","74 Kingsland High St, London",51.5483582,-0.0751334999999999,5.0,Hackney,530000.0,575.1
577,Oxfam,"514 Kingsland Rd, London",51.5442343,-0.0758619,4.2,Hackney,530000.0,575.1
578,Charity Hub,"654 Kingsland Rd, London",51.5461398,-0.0754963,4.2877224199288255,Hackney,530000.0,575.1
579,RSPCA Charity Shop - Stoke Newington,"180 Stoke Newington High St, London",51.5618115,-0.0735439,4.1,Hackney,530000.0,575.1
580,House of Grace International,"62d Stamford Hill, London",51.5664245,-0.0727241,4.7,Hackney,530000.0,575.1
581,Mind Shop Stoke Newington,"11 Stoke Newington Church St, London",51.5618965,-0.0743009,4.6,Hackney,530000.0,575.1
582,All Aboard Shops,"2a Regent Parade Amhurst Park, Stoke Newington, London",51.5735537,-0.0736925,4.5,Hackney,530000.0,575.1
583,Scope Stamford Hill,"236 Stamford Hill, London",51.57388,-0.0719832,2.6,Hackney,530000.0,575.1
584,Shaw Trust - Charity shop - Stoke Newington,"123 Stoke Newington High St, London",51.56042249999999,-0.0741188,4.4,Hackney,530000.0,575.1
585,The Children's Air Ambulance Charity Shop Stoke Newington,"31 Stoke Newington Church St, London",51.5620366,-0.0752012,3.9,Hackney,530000.0,575.1
586,Mind Charity Shop,"107-109 Stoke Newington High St, London",51.5600957,-0.0741724,4.1,Hackney,530000.0,575.1
587,Clothes and shoes charity container,London,51.5512895,-0.0846773,4.0,Islington,625000.0,665.6
588,The Salvation Army (Stoke Newington),"2 Cazenove Rd, London",51.5638764,-0.0726159,4.8,Hackney,530000.0,575.1
589,Bosnia & Herzegovina Community Bibloteka Charity Shop,"7A Cazenove Rd, London",51.56419640000001,-0.0724306,3.5,Hackney,530000.0,575.1
590,Alex TLC Charity Shop Forest Hill,"81-83 Dartmouth Rd, London",51.4363303,-0.0549322,3.8,Lewisham,394720.0,574.9
591,Sue Ryder,"30, 32 London Rd, London",51.4396082,-0.0552897,2.6,Lewisham,394720.0,574.9
592,"British Red Cross shop, Forest Hill","6 London Rd, London",51.4392402,-0.0540911,4.5,Lewisham,394720.0,574.9
593,Ald Life Charity Shop,"81-83 Dartmouth Rd, London",51.436317,-0.054945,4.2877224199288255,Lewisham,394720.0,574.9
594,Nunhead Salvation Army,"Nunhead Grn, London",51.4655031,-0.058727,4.6,Southwark,520000.0,631.9
595,Little Village Southwark,"Priory Court Tenants Hall Behind the Ivy House, 40 Stuart Rd, London",51.4582047,-0.0521163,5.0,Southwark,520000.0,631.9
596,Human Relief Foundation,"291 New Cross Rd, London",51.47552109999999,-0.0383645,4.8,Lewisham,394720.0,574.9
597,Up Market Charity Shop,"48 Albion St, London",51.49968860000001,-0.0526192,4.7,Southwark,520000.0,631.9
598,The Mind Shop - Bermondsey,"246 Southwark Park Rd., London",51.492154,-0.0626965999999999,3.7,Southwark,520000.0,631.9
599,Remar Furniture Store,"243 Southwark Park Rd., London",51.4923807,-0.0629853,3.0,Southwark,520000.0,631.9
600,Oxfam Bethnal Green,"397-399 Bethnal Grn Rd, London",51.52708639999999,-0.0599263,4.5,Tower Hamlets,475000.0,680.3
601,Ayoka,"23 Old Ford Rd., London",51.5298752,-0.0542697,4.4,Tower Hamlets,475000.0,680.3
602,Spitalfields Crypt Trust London,"385 Bethnal Grn Rd, London",51.5270066,-0.0605495999999999,3.7,Tower Hamlets,475000.0,680.3
603,Lama's Pyjamas London,"83 Roman Rd, London",51.5284093,-0.0499663,4.8,Tower Hamlets,475000.0,680.3
604,SCT Watney Market Charity Shop,"34-36 Watney Mkt, London",51.5133126,-0.0570389,4.6,Tower Hamlets,475000.0,680.3
605,Jambala Secondhand Charity Bookshop,"247 Globe Rd, London",51.5283325,-0.0512353,4.7,Tower Hamlets,475000.0,680.3
606,Charity Choice,"5th Floor, The White Chapel Building, 10 Whitechapel High St, London",51.5145253,-0.0731358,4.6,Tower Hamlets,475000.0,680.3
607,Paragon Trust,"223 Well St, London",51.5440226,-0.0471211,3.3,Hackney,530000.0,575.1
608,Sense - Hackney,"307 Mare St, London",51.5460655,-0.0553343,4.1,Hackney,530000.0,575.1
609,Prideaux House Charity Shop London,"407 Mare St, London",51.5491377,-0.0551664,2.3,Hackney,530000.0,575.1
610,RSPCA Charity Shop - Clapton,"123 Lower Clapton Rd, London",51.5524723,-0.0529477,4.3,Hackney,530000.0,575.1
611,"Shop from Crisis, Hackney","330 Mare St, London",51.5467443,-0.054829,4.6,Hackney,530000.0,575.1
612,The Charity Shop,"221 Well St, London",51.543918,-0.0472473999999999,3.9,Hackney,530000.0,575.1
613,Spitalfields Crypt Trust,"324 Mare St, London",51.5465937,-0.0549239,4.5,Hackney,530000.0,575.1
614,Scope Hackney,"4 Morning Ln, London",51.5458223,-0.054365,3.8,Hackney,530000.0,575.1
615,Five Sisters Charity Shop Bookshop,"81 Mare St, London",51.5371834,-0.0570639,5.0,Hackney,530000.0,575.1
616,Five sisters charity shop,"77 Mare St, London",51.5370754,-0.057075,3.8,Hackney,530000.0,575.1
617,The Salvation Army (Cambridge Heath),"70 Mare St, Cambridge Heath Rd, London",51.53742159999999,-0.0565969999999999,4.1,Hackney,530000.0,575.1
618,Sci Charity Shop,London,51.5270067,-0.060548,4.2877224199288255,Tower Hamlets,475000.0,680.3
619,The Salvation Army (Dalston),"Richmond Rd, London",51.5430027,-0.074395,5.0,Hackney,530000.0,575.1
620,The East End Jewish Clothing Collection Fund,"Finsbury Park Synagogue, 520 Green Lanes, London",51.5709725,-0.0958658,5.0,Haringey,487500.0,542.6
621,British Heart Foundation,"Unit 2, Shopping Centre, 22 Winslade Way, London",51.4462668,-0.0204654,4.1,Lewisham,394720.0,574.9
622,Sense,"4 Winslade Way, London",51.4462346,-0.0204883,4.2877224199288255,Lewisham,394720.0,574.9
623,Sense,"46 Deptford High St, London",51.4761542,-0.0257246,4.1,Lewisham,394720.0,574.9
624,Sue Ryder,"30/31 Winslade Way, London",51.4462348,-0.0204892,2.4,Lewisham,394720.0,574.9
625,The Salvation Army,"33 Catford Broadway, London",51.4456473,-0.0203281,4.6,Lewisham,394720.0,574.9
626,Kaths Place .Community charity shop. Food Pantry . Book Shop Tea room .Coffee shop .Vegan Cafe .Advice & Support Hub,"We Care . Kath's Place, 50 Friendly St, London",51.4713868,-0.025283,5.0,Lewisham,394720.0,574.9
627,The Well Charity Shop,London,51.48149120000001,-0.0257424,4.9,Greenwich,401000.0,618.9
628,Karavan Eco,"167 Lordship Ln, London",51.4557217,-0.0762139,4.6,Southwark,520000.0,631.9
629,Kaths Place,"We Care . Kath's Place, 50 Friendly St, London",51.4713868,-0.025283,5.0,Lewisham,394720.0,574.9
630,House of fashion and Mobile Accessories,"198 Southwark Park Rd., London",51.4921045,-0.0647182,5.0,Southwark,520000.0,631.9
631,Spitalfields Crypt Charity Shop,"22 Market Wy, London",51.513077,-0.0151701,3.6,Tower Hamlets,475000.0,680.3
632,Emmaus (Tower Hamlets) Poplar Shop,"175-179 E India Dock Rd, London",51.5114016,-0.0140297,3.2,Tower Hamlets,475000.0,680.3
633,SCT Chrisp Street Charity Shop,"12 Market Wy, London",51.5131952,-0.0151357,4.0,Tower Hamlets,475000.0,680.3
634,London Reclaimed - Employment Charity,"unit 2, 7 Spa Rd, London",51.4954632,-0.0753799,4.2877224199288255,Southwark,520000.0,631.9
635,Spitalfields Crypt Trust,"589, 591 Roman Rd, London",51.53348039999999,-0.0287731,4.1,Tower Hamlets,475000.0,680.3
636,Bohemia Well Street,"224 Well St, London",51.5446539,-0.046403,4.0,Hackney,530000.0,575.1
637,Oxfam Shop Victoria Park,"89 Lauriston Rd, London",51.5377834,-0.0445557,4.4,Hackney,530000.0,575.1
638,1 Pound Shop Plus London,"372 Bethnal Grn Rd, London",51.52664189999999,-0.0619780999999999,4.1,Tower Hamlets,475000.0,680.3
639,Little Crumbs,"194 Balls Pond Rd, London",51.5467173,-0.0867365,3.8,Islington,625000.0,665.6
640,Isabella Bazaar Dalston,"500 Kingsland Rd, London",51.5437229,-0.0758013,4.2877224199288255,Hackney,530000.0,575.1
641,Oxfam Shop Walthamstow,"2-4 High St, London",51.5815578,-0.033495,4.0,Waltham Forest,430000.0,624.7
642,The Salvation Army (Clapton),"122 Lower Clapton Rd, London",51.5544214,-0.0538152,4.9,Hackney,530000.0,575.1
643,Age UK,"36/44 High St, London",51.5818617,-0.0316784,4.0,Waltham Forest,430000.0,624.7
